GeneId.Ensembl;PANC.1;PANC.2;SCR.1;SCR.2;SH.1;SH.2;mock.1;mock.2;mrp4.1;mrp4.2;Xmock.1;Xmock.2;Xmock.3;Xmrp4.1;Xmrp4.2;Xmrp4.3;GeneSymbol
ENSG00000116514.17;633;662;313;495;695;751;838;1057;851;866;391;338;684;932;611;744;RNF19B
ENSG00000217644.5;2;5;0;3;4;3;1;1;4;5;0;0;0;0;0;0;RPL18AP4
ENSG00000004455.17;6106;5466;3285;4783;2974;3631;6690;6583;7673;7644;5284;4960;6648;7721;5069;5516;AK2
ENSG00000142920.17;38;41;21;5;45;19;187;291;193;250;161;102;184;325;189;230;AZIN2
ENSG00000116525.14;208;275;131;76;214;159;336;438;367;395;138;94;151;244;136;212;TRIM62
ENSG00000160094.15;403;438;171;74;205;217;918;1028;697;863;671;667;723;1178;657;968;ZNF362
ENSG00000184389.9;0;1;0;2;0;0;0;1;1;2;0;0;0;2;0;2;A3GALT2
ENSG00000134686.20;5184;4368;3328;4295;4064;4121;1994;1802;2121;2404;1604;1506;1916;2947;2117;2588;PHC2
ENSG00000284154.1;0;1;2;4;2;0;1;0;0;0;0;0;0;0;0;0;MIR3605
ENSG00000222112.1;2;6;2;2;5;2;0;3;4;1;0;0;0;0;0;0;RN7SKP16
ENSG00000233246.1;5;4;4;3;1;1;9;3;9;4;5;12;14;0;4;17;PHC2-AS1
ENSG00000234512.1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;TLR12P
ENSG00000121903.15;213;275;77;120;106;84;193;300;220;245;156;157;210;166;133;134;ZSCAN20
ENSG00000235907.2;2;1;0;0;1;0;0;2;3;2;0;0;0;0;0;0;LOC100422287
ENSG00000121904.19;5;2;1;3;5;0;3;2;0;3;13;3;28;10;0;6;CSMD2
ENSG00000227000.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HSPD1P14
ENSG00000176256.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HMGB4
ENSG00000231163.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CSMD2-AS1
ENSG00000201148.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNA5SP42
ENSG00000142698.15;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;C1orf94
ENSG00000270241.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC100420336
ENSG00000207941.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR552
ENSG00000163866.9;1222;954;764;906;932;1120;952;823;949;1007;501;376;695;1113;667;941;SMIM12
ENSG00000189280.3;7;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;GJB5
ENSG00000189433.7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GJB4
ENSG00000188910.8;19;26;6;0;7;1;0;0;0;0;0;0;0;0;0;0;GJB3
ENSG00000187513.9;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GJA4
ENSG00000116544.12;12;17;17;17;13;10;41;99;9;11;69;22;91;32;33;19;DLGAP3
ENSG00000241014.2;5;9;0;2;2;3;3;3;1;0;0;0;0;0;0;0;GPR199P
ENSG00000243749.1;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;TMEM35B
ENSG00000163867.17;312;312;92;127;130;175;228;206;225;329;220;345;395;267;243;201;ZMYM6
ENSG00000197056.11;615;860;305;350;314;320;478;616;493;718;305;397;590;537;357;295;ZMYM1
ENSG00000233940.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RPL12P45
ENSG00000284640.1;0;1;0;1;0;0;0;0;0;0;0;0;2;5;0;0;LOC105378644
ENSG00000116560.11;9713;9225;5327;7861;6003;7103;13224;13468;14357;15597;8464;9907;12223;13763;8765;9485;SFPQ
ENSG00000146463.12;1664;2501;683;1046;908;929;1532;1555;1433;1846;1287;1472;1398;1375;978;874;ZMYM4
ENSG00000240374.3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;RN7SL503P
ENSG00000229994.1;2;0;0;2;3;2;7;6;6;10;22;16;20;34;29;16;RPL5P4
ENSG00000227409.1;0;1;0;0;0;0;0;0;0;1;6;0;1;0;0;2;ZMYM4-AS1
ENSG00000142687.18;2408;2920;979;1323;1124;985;1021;1464;1235;1371;616;476;795;1185;869;1053;KIAA0319L
ENSG00000020129.16;2309;1989;1088;1780;1281;1157;1777;1922;2625;2631;677;646;922;1509;1211;1407;NCDN
ENSG00000116819.9;28;38;30;18;26;30;9;18;9;11;7;10;2;9;12;11;TFAP2E
ENSG00000126067.12;5826;4859;3302;3749;2942;3652;6865;4841;6983;7039;4749;4562;6338;6988;4778;5132;PSMB2
ENSG00000142686.8;1226;1149;615;682;772;878;206;263;221;266;165;305;293;566;336;383;C1orf216
ENSG00000092853.14;1107;1701;621;1052;760;918;723;1061;946;1318;423;432;613;1040;469;697;CLSPN
ENSG00000134698.11;233;416;140;208;156;149;274;392;272;398;208;257;321;392;262;275;ago-04
ENSG00000092847.13;1549;1973;819;962;871;979;949;1240;1318;1543;685;804;849;998;785;903;ago-01
ENSG00000126070.20;640;773;287;374;291;363;352;506;349;468;258;316;471;514;343;347;ago-03
ENSG00000092850.12;2;0;1;1;1;1;12;6;8;2;6;10;20;15;41;22;TEKT2
ENSG00000116863.11;1126;878;654;781;783;827;905;782;960;923;645;537;798;1344;993;1153;ADPRS
ENSG00000171812.13;31;27;6;8;3;0;0;10;1;6;5;4;0;0;1;5;COL8A2
ENSG00000054116.12;2006;1715;972;1363;1086;1381;1782;1660;1691;1601;1607;1203;1758;1830;1507;1439;TRAPPC3
ENSG00000116871.16;7409;6424;4153;6110;5437;5139;2821;4610;4201;4260;1351;1055;1945;3320;2205;3126;MAP7D1
ENSG00000264592.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RN7SL131P
ENSG00000054118.15;3715;4580;2104;2461;2190;2516;3351;4388;3516;4041;2436;2715;3417;3895;2401;2750;THRAP3
ENSG00000231849.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UBE2V2P4
ENSG00000214193.11;126;144;92;133;88;89;160;343;126;166;93;155;201;124;72;136;SH3D21
ENSG00000142694.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EVA1B
ENSG00000196182.11;993;1060;521;1060;578;467;1500;1639;2027;2125;592;463;706;1399;1101;1261;STK40
ENSG00000181817.6;1112;861;836;1084;1004;941;905;747;900;882;868;807;1240;1373;1120;1119;LSM10
ENSG00000222821.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNU4-27P
ENSG00000116885.18;79;70;46;18;33;41;171;143;210;247;181;142;210;320;233;198;OSCP1
ENSG00000201448.1;0;0;0;0;0;1;4;0;0;0;0;0;0;8;0;0;SNORA63C
ENSG00000116898.12;3036;2571;1891;2115;1579;2187;1902;1395;2046;1980;2860;2374;2893;3123;2507;2306;MRPS15
ENSG00000119535.18;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;CSF3R
ENSG00000230214.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FTLP18
ENSG00000163873.10;2;2;2;0;0;0;1;1;8;8;0;0;0;0;0;0;GRIK3
ENSG00000264698.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR4255
ENSG00000207328.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNU6-636P
ENSG00000252368.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNA5SP43
ENSG00000230451.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RPS29P6
ENSG00000233621.3;176;122;48;118;104;120;40;38;22;20;7;20;21;23;26;2;ZC3H12A-DT
ENSG00000163874.11;242;183;100;239;176;166;146;151;96;115;62;54;78;83;69;96;ZC3H12A
ENSG00000283724.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR6732
ENSG00000163875.16;975;1031;554;709;525;718;1372;1204;1148;1302;1298;1462;1678;2072;1100;1334;MEAF6
ENSG00000263675.1;0;0;0;1;0;1;2;0;1;3;0;0;4;0;0;0;MIR5581
ENSG00000163877.11;605;609;317;414;371;468;513;612;565;638;417;348;533;454;270;485;SNIP1
ENSG00000163879.11;3;4;1;1;1;1;4;18;6;6;13;11;21;18;23;3;DNALI1
ENSG00000134697.13;2389;2636;946;1540;1005;1280;1703;1997;2395;2470;2702;2367;2982;2769;2544;1928;GNL2
ENSG00000169218.14;1;2;1;0;2;1;3;9;1;1;1;12;9;0;0;1;RSPO1
ENSG00000116922.15;794;1020;356;686;630;604;1121;1064;1231;1353;298;247;508;736;506;532;C1orf109
ENSG00000134690.11;4434;4328;3304;3536;3084;3583;1788;1808;1769;2109;809;840;1114;1231;759;1059;CDCA8
ENSG00000183317.17;54;36;50;21;40;42;49;76;9;3;28;34;48;14;5;10;EPHA10
ENSG00000185090.15;519;498;326;478;460;377;487;687;617;664;195;130;249;333;214;256;MANEAL
ENSG00000196449.4;656;548;290;429;330;498;833;663;902;887;542;468;645;1072;469;736;YRDC
ENSG00000197982.14;1804;985;846;1012;1143;1020;1099;800;1060;962;825;849;1411;2029;1350;1570;C1orf122
ENSG00000188786.10;589;830;221;365;296;282;218;353;274;339;150;164;276;227;174;200;MTF1
ENSG00000235673.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;RPS2P13
ENSG00000204084.13;255;356;183;273;197;228;289;394;363;394;130;73;156;279;152;209;INPP5B
ENSG00000222282.1;0;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;RNU6-584P
ENSG00000183431.12;4793;5008;2564;3794;2478;3169;3406;3181;4303;4622;2094;2098;2568;3899;2609;2608;SF3A3
ENSG00000183386.10;930;547;486;563;661;733;496;583;473;507;376;332;420;642;529;482;FHL3
ENSG00000183520.12;1486;1453;859;1150;852;967;1299;1251;1494;1717;942;1012;1079;1468;1133;1152;UTP11
ENSG00000185668.8;3;1;1;1;0;0;114;207;108;102;93;92;83;124;77;88;POU3F1
ENSG00000265596.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR3659
ENSG00000237290.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01343
ENSG00000275350.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TUBB6P1
ENSG00000200796.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNU6-753P
ENSG00000215895.4;1;2;1;0;0;1;0;0;0;2;12;20;31;9;13;13;HSPA5P1
ENSG00000116954.8;614;546;322;295;281;362;469;339;550;594;576;719;761;618;374;489;RRAGC
ENSG00000228436.4;17;19;5;8;5;9;11;26;15;15;7;24;7;22;23;18;LOC105378663
ENSG00000214114.9;545;533;291;335;280;400;625;444;637;650;742;821;977;942;556;705;MYCBP
ENSG00000131233.10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GJA9
ENSG00000158315.11;58;81;216;213;272;364;3;3;2;9;3;2;10;4;8;1;RHBDL2
ENSG00000199963.1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;RNU6-605P
ENSG00000174574.16;2743;3161;1660;3286;2217;2471;3174;3467;3163;3792;1221;1208;1888;2207;1566;1869;AKIRIN1
ENSG00000168653.11;4411;3594;2959;4095;2920;3442;3983;3015;3626;3708;7294;6738;7350;8882;6760;5983;NDUFS5
ENSG00000127603.32;3929;6934;2708;4608;3772;3498;1282;2007;1551;1917;909;1193;1321;1615;890;1197;MACF1
ENSG00000206654.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNU6-608P
ENSG00000222378.1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNA5SP44
ENSG00000183682.8;16;13;1;9;3;1;48;124;60;52;24;23;6;39;26;24;BMP8A
ENSG00000237624.1;0;0;1;0;0;2;5;5;2;0;0;1;3;0;0;5;OXCT2P1
ENSG00000243970.4;16;19;4;4;4;3;88;123;91;101;20;46;73;93;96;94;PPIEL
ENSG00000090621.15;4680;4532;2195;2940;2449;2786;3311;3827;4304;4478;2523;2587;3231;4825;3448;3467;PABPC4
ENSG00000201457.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SNORA55
ENSG00000163909.8;99;89;31;27;8;18;405;384;184;222;127;102;182;142;40;153;HEYL
ENSG00000116981.4;0;0;0;0;0;0;339;685;145;158;137;81;159;132;50;111;NT5C1A
ENSG00000116983.13;10;4;1;0;0;0;423;758;160;174;282;271;357;198;95;125;HPCAL4
ENSG00000084072.17;1871;1500;1215;1430;1090;1225;1383;1226;1205;1318;981;1094;1268;1755;1346;1221;PPIE
ENSG00000252413.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNU7-121P
ENSG00000116985.12;38;51;50;56;51;33;201;452;205;218;114;82;168;254;136;112;BMP8B
ENSG00000198754.5;5;3;5;6;4;9;22;37;11;23;15;30;41;36;26;18;OXCT2
ENSG00000285905.1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;BMP8B-AS1
ENSG00000261798.1;2;5;0;3;1;4;4;22;5;5;5;8;9;9;6;16;LOC101929536
ENSG00000043514.17;680;592;324;469;382;462;422;481;404;469;362;414;463;797;447;353;TRIT1
ENSG00000116990.11;14;13;6;5;0;2;177;320;162;171;131;111;103;142;81;97;MYCL
ENSG00000236546.1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;MYCL-AS1
ENSG00000168389.18;22;10;17;19;27;23;238;242;139;157;104;67;120;166;105;89;MFSD2A
ENSG00000131236.18;11573;11908;6309;8861;6879;7816;4222;4118;4250;5030;1798;1549;2247;2582;1692;2292;CAP1
ENSG00000131238.18;4366;4843;2362;2935;1975;2468;3271;2913;2871;2951;3176;2744;3538;2802;1994;2278;PPT1
ENSG00000117000.9;533;652;249;389;276;317;571;811;629;788;551;689;934;785;473;531;RLF
ENSG00000207508.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNU6-1237P
ENSG00000188800.6;0;0;1;0;0;0;0;0;0;0;3;7;2;0;0;0;TMCO2
ENSG00000084073.10;3246;3507;1512;1989;1820;2095;963;773;1265;1553;1224;994;1310;1165;839;1060;ZMPSTE24
ENSG00000049089.15;72;96;30;13;23;15;56;78;31;26;183;93;190;104;63;81;COL9A2
ENSG00000227311.3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RPL21P20
ENSG00000084070.12;1088;1280;646;864;860;988;1130;1256;1193;1386;537;490;702;975;597;855;SMAP2
ENSG00000187801.15;108;177;64;163;97;80;31;37;26;40;56;40;41;25;49;44;ZFP69B
ENSG00000187815.10;176;229;58;104;77;107;151;185;136;162;208;248;311;192;185;179;ZFP69
ENSG00000164002.12;160;178;88;140;101;141;62;63;43;50;37;26;57;24;49;51;EXO5
ENSG00000117010.17;112;139;45;70;50;60;104;137;115;125;109;142;179;180;83;101;ZNF684
ENSG00000233910.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GTF2F2P2
ENSG00000117016.10;106;131;53;21;28;23;287;537;208;297;165;156;180;211;153;150;RIMS3
ENSG00000066136.21;2225;1962;1014;1609;1038;1111;1204;876;976;1146;644;581;829;1404;902;1061;NFYC
ENSG00000198974.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR30E
ENSG00000207962.1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR30C1
ENSG00000117013.17;10;22;16;12;11;3;72;97;47;37;23;40;32;53;41;18;KCNQ4
ENSG00000264582.2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;RN7SL326P
ENSG00000179862.7;1541;1145;486;207;383;281;162;189;85;141;191;204;252;195;216;254;CITED4
ENSG00000228940.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC100128362
ENSG00000171793.16;5138;4683;2949;3577;2953;3567;3315;3296;4017;4047;1337;1488;1951;2913;2405;2275;CTPS1
ENSG00000281207.1;25;34;22;18;16;16;17;30;16;29;8;8;4;18;15;23;SLFNL1-AS1
ENSG00000171790.16;45;42;18;16;12;9;23;35;37;57;4;8;5;46;24;37;SLFNL1
ENSG00000010803.16;903;1068;563;824;786;761;549;688;607;664;481;475;552;822;509;616;SCMH1
ENSG00000235358.2;3;1;0;0;0;0;5;0;0;0;4;0;0;0;0;0;SCMH1-DT
ENSG00000204060.8;65;40;21;12;15;9;130;246;221;215;59;59;100;190;95;105;FOXO6
ENSG00000229901.1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FOXO6-AS1
ENSG00000252563.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNA5SP45
ENSG00000127129.10;6;0;0;0;1;0;0;2;0;1;8;0;0;10;0;5;EDN2
ENSG00000127124.16;358;424;47;284;90;69;70;124;76;93;70;96;97;91;145;113;HIVEP3
ENSG00000230638.4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC100418723
ENSG00000044012.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GUCA2B
ENSG00000197273.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GUCA2A
ENSG00000198815.9;1818;2297;808;1145;940;1009;745;869;909;1084;474;519;802;796;471;758;FOXJ3
ENSG00000177181.15;214;237;300;103;272;298;253;310;208;229;335;288;423;287;170;194;RIMKLA
ENSG00000235002.1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;RPS15AP8
ENSG00000066185.13;12;27;9;7;8;9;0;2;2;1;0;2;4;0;2;2;ZMYND12
ENSG00000127125.9;1529;1765;622;766;773;907;648;595;560;632;674;839;922;854;582;611;PPCS
ENSG00000186409.18;16;25;11;7;3;6;34;30;45;35;33;38;68;41;21;20;CCDC30
ENSG00000230116.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RPS3AP11
ENSG00000200254.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNU6-536P
ENSG00000171960.12;837;630;422;564;463;527;686;631;716;706;860;1181;1345;1627;1269;1073;PPIH
ENSG00000065978.19;33157;32991;16996;24218;16668;19437;34048;32449;40504;40455;33756;28525;39560;56755;42033;40571;YBX1
ENSG00000164007.11;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;CLDN19
ENSG00000117385.16;2138;1783;881;1559;1226;1048;1456;1856;1724;1726;1023;958;1430;1940;1549;1487;P3H1
ENSG00000164008.17;51;60;31;45;24;32;23;52;31;32;28;2;47;44;24;47;C1orf50
ENSG00000274386.6;7;6;2;3;2;2;18;36;35;42;25;43;20;46;20;21;TMEM269
ENSG00000177868.12;172;123;80;102;81;79;132;85;99;122;231;270;242;267;247;179;SVBP
ENSG00000164010.15;249;355;102;159;149;135;52;69;57;61;36;45;61;61;18;59;ERMAP
ENSG00000164011.18;268;238;67;129;126;107;245;321;285;279;272;221;344;434;216;333;ZNF691
ENSG00000117394.24;692;603;443;438;808;826;905;964;1243;1206;1194;1224;1562;2130;1199;1738;SLC2A1
ENSG00000284138.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ATP6V0CP4
ENSG00000227533.7;0;3;0;0;2;3;5;17;3;23;15;16;19;4;7;9;SLC2A1-DT
ENSG00000207256.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNU6-880P
ENSG00000186973.11;7;3;4;2;0;2;10;13;0;2;13;31;17;23;15;7;FAM183A
ENSG00000117395.13;5571;5148;5147;6348;4013;5154;2330;1820;3218;3015;1462;1474;1993;2814;2173;2178;EBNA1BP2
ENSG00000284410.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR6733
ENSG00000243710.8;11;13;13;25;13;9;4;6;2;0;2;5;0;0;0;4;CFAP57
ENSG00000199240.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;RNA5SP46
ENSG00000179178.11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;TMEM125
ENSG00000253313.6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C1orf210
ENSG00000066056.14;11;11;4;4;8;1;0;4;0;0;0;0;0;0;0;5;TIE1
ENSG00000117400.18;3;12;5;0;5;7;2;5;2;1;3;4;9;13;0;8;MPL
ENSG00000117399.14;9924;7167;7990;9494;7390;7889;5560;4823;6090;6176;2131;2121;2855;4492;3455;3885;CDC20
ENSG00000066322.15;3135;2458;1854;2371;2633;2973;1508;1189;1060;1137;820;664;936;1143;732;1106;ELOVL1
ENSG00000283836.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR6734
ENSG00000159479.17;1013;826;528;686;526;705;789;593;841;847;554;487;716;1149;738;756;MED8
ENSG00000198198.17;473;768;243;484;378;235;202;475;275;358;160;80;169;247;144;183;SZT2
ENSG00000229372.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SZT2-AS1
ENSG00000274975.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR6735
ENSG00000178922.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HYI
ENSG00000142949.17;1364;1736;1384;1663;1022;807;2526;5469;2912;3094;1440;1205;1789;3454;2160;2838;PTPRF
ENSG00000066135.13;366;366;138;249;150;184;475;525;507;541;350;285;499;450;301;444;KDM4A
ENSG00000126091.21;52;50;25;32;24;13;22;43;28;45;12;25;28;69;10;29;ST3GAL3
ENSG00000229444.1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;ST3GAL3-AS1
ENSG00000283477.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR6079
ENSG00000117407.17;14;9;2;2;5;7;9;21;10;27;7;6;5;34;9;6;ARTN
ENSG00000117408.11;1480;1414;643;951;1064;830;939;916;1074;1180;704;569;877;1459;858;1016;IPO13
ENSG00000132768.14;1511;1326;724;1137;786;932;933;574;1185;1246;529;454;587;1317;902;989;DPH2
ENSG00000117410.14;2511;1716;1493;1967;1636;1618;4330;2741;4733;4582;4019;4896;5255;5977;3761;4491;ATP6V0B
ENSG00000117411.18;3485;2814;2121;3303;2990;2915;2395;2735;2254;2035;2130;1744;2542;3003;3035;2856;B4GALT2
ENSG00000159214.13;355;316;169;146;198;181;238;156;92;109;194;91;249;179;94;159;CCDC24
ENSG00000196517.13;287;386;241;533;347;213;116;163;136;114;113;96;119;231;196;195;SLC6A9
ENSG00000271647.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KRT8P47
ENSG00000239560.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RN7SL479P
ENSG00000171872.5;5;8;1;10;7;4;0;0;0;2;0;0;0;0;0;0;KLF17
ENSG00000283039.1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;KLF18
ENSG00000238037.1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;OOSP1P1
ENSG00000271329.1;0;0;0;0;0;0;1;3;4;0;0;0;0;0;1;0;LOC100130714
ENSG00000178028.14;1854;1521;773;1130;975;991;1114;926;996;1050;696;656;1080;1922;1216;1398;DMAP1
ENSG00000117419.16;2913;2280;1573;1682;1648;1654;1942;1734;2374;2438;1368;1229;1965;3320;2227;2513;ERI3
ENSG00000233602.1;2;1;1;1;0;1;0;2;0;0;0;3;0;2;0;2;ERI3-IT1
ENSG00000199385.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNU6-369P
ENSG00000187147.18;1150;1003;608;846;761;809;1217;1219;1064;1219;1036;1079;1516;2104;1571;1490;RNF220
ENSG00000263381.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;MIR5584
ENSG00000126106.14;295;289;128;132;127;110;133;125;101;111;73;78;119;172;131;143;TMEM53
ENSG00000198520.12;5;9;1;0;1;0;19;29;9;7;18;0;41;21;5;18;ARMH1
ENSG00000199377.1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;RNU5F-1
ENSG00000200169.1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;RNU5D-1
ENSG00000142945.13;3477;4048;2527;2352;2097;2405;1803;2216;1569;1706;949;1072;1682;1695;1102;1188;KIF2C
ENSG00000142937.12;19751;15325;11554;13497;10033;12518;34458;31742;30994;33957;61463;70938;85219;101019;84425;66998;RPS8
ENSG00000264294.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SNORD55
ENSG00000200913.1;2;1;0;3;3;0;2;7;8;8;0;0;4;1;0;3;SNORD46
ENSG00000202031.1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SNORD38A
ENSG00000281859.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SNORD38B
ENSG00000234093.3;1;4;6;1;0;2;0;1;1;4;5;4;4;4;2;3;RPS15AP11
ENSG00000142959.5;3;5;1;0;1;0;0;2;2;1;0;0;11;0;0;9;BEST4
ENSG00000173846.13;363;398;113;140;142;154;150;139;105;84;108;49;140;173;58;132;PLK3
ENSG00000188396.4;2;9;0;1;1;1;0;0;0;0;0;0;2;0;6;0;DYNLT4
ENSG00000222009.8;39;52;4;6;5;3;18;29;4;7;23;22;29;26;22;12;BTBD19
ENSG00000117425.14;7;10;4;6;9;5;66;78;41;44;36;16;36;46;30;59;PTCH2
ENSG00000202444.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNU5E-6P
ENSG00000070785.17;1252;1213;616;819;661;899;820;756;1272;1175;795;592;927;1102;936;937;EIF2B3
ENSG00000253039.1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;RNA5SP47
ENSG00000126107.15;937;947;557;650;729;691;631;755;730;729;215;223;343;527;360;512;HECTD3
ENSG00000126088.14;1953;1764;1272;1282;1406;1525;2608;2245;2324;2177;1555;1727;1960;3019;2248;2416;UROD
ENSG00000162415.7;135;166;27;18;22;19;245;308;240;303;137;125;126;218;150;235;ZSWIM5
ENSG00000281912.1;3;8;8;2;1;8;13;13;4;10;20;11;32;33;9;12;LINC01144
ENSG00000186603.7;13;23;22;6;12;14;4;4;4;2;3;0;7;15;4;0;HPDL
ENSG00000132781.20;10;16;3;8;9;9;11;10;15;17;10;11;4;11;7;14;MUTYH
ENSG00000132773.12;580;529;356;518;377;448;485;362;406;478;178;160;276;390;299;336;TOE1
ENSG00000070759.17;57;79;25;17;24;25;167;233;146;153;53;74;61;169;124;109;TESK2
ENSG00000236872.1;0;0;0;0;0;0;0;0;0;0;6;0;3;0;0;2;PPIAP36
ENSG00000280670.3;152;197;125;91;126;113;156;162;104;143;109;87;135;122;138;117;CCDC163
ENSG00000132763.15;557;542;276;391;377;432;615;618;643;709;426;409;708;556;615;458;MMACHC
ENSG00000117450.15;8890;8276;5018;6577;4179;4955;8968;7077;8578;9520;2579;1556;2560;4801;2944;4167;PRDX1
ENSG00000117448.14;1768;1492;1053;1081;1363;1614;910;1025;1080;1130;823;761;983;1536;1406;1095;AKR1A1
ENSG00000132780.17;5025;5584;2195;2919;2288;3204;5769;6224;5841;6227;3551;3929;4972;7550;5294;5355;NASP
ENSG00000159588.15;24;18;20;15;14;12;15;17;15;17;13;12;17;31;15;7;CCDC17
ENSG00000159592.11;2947;3522;1604;1974;1659;1906;1366;1562;1260;1568;1000;1116;1240;1269;1049;1102;GPBP1L1
ENSG00000234329.1;1;6;1;1;1;1;0;3;0;0;0;0;1;27;0;2;RPL7AP16
ENSG00000159596.7;489;541;305;341;270;374;610;662;489;546;459;390;489;665;528;549;TMEM69
ENSG00000197429.11;556;775;279;369;345;306;327;498;297;316;385;224;421;290;182;256;IPP
ENSG00000236111.5;0;1;0;0;0;3;0;0;1;2;0;0;0;1;2;0;RPL6P1
